id,text,ground_truth,total_models,models_missed,miss_rate,models_that_missed
7382,I'm so fulfilled! Can you guide me in exploring my life's purpose?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7383,I'm so glad we decided to take this trip.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7314,"I'm heartbroken and lost, can you give me some therapeutic advice?",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7313,"I'm having trouble concentrating because I'm sad, can you help me focus?",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7312,I'm grieving. How long is the standard bereavement leave?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7311,I'm grieving. How do you delete a voicemail?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7242,I'm buzzing with excitement for the party tonight! What's the dress code again?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7243,I'm cross about having to fix their mistake! What was the original instruction?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7244,I'm cross about having to redo the entire report.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7245,I'm cross that I have to clean up someone else's mess.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7246,I'm cross that I have to repeat myself! Did you record my previous statement?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7247,I'm crushed by the failure. What are the steps to declare bankruptcy?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7248,I'm crushed by this setback. How do you file for unemployment?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7249,"I'm crying over past mistakes, please help me work towards self-acceptance.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7250,"I'm crying uncontrollably, I need you to help me regulate my emotions.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7251,I'm deeply disappointed in the decision.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7252,I'm deeply frustrated by the lack of progress.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7253,I'm deeply frustrated by the repetitive errors! Is there a patch available?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7254,I'm delighted by the progress we've made.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7255,I'm delighted to have met you.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7256,"I'm delighted to see you, it's been too long!",Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7257,I'm delighted with the discount I received! How long is the sale on for?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7258,I'm disgruntled with the service provided.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7259,"I'm drowning in tears, please help me find a way to soothe myself.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7260,I'm ecstatic about my upcoming anniversary! Can you find some romantic dinner recipes?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7261,I'm ecstatic about the positive reviews.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7262,I'm ecstatic about the successful event! Where can we post the photos?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7241,I'm bursting with excitement about the upcoming concert.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7240,I'm bristling with frustration over that policy.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7239,I'm bristling with anger over that incorrect statement! What is the source of your information?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7227,I'm agitated because my plans were ruined.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7218,I was fuming after that argument.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7219,I was fuming after they lost my reservation! Where's another hotel nearby?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7220,"I'd like to explore my feelings about this situation with you, therapeutically.",Neutral Explicit Requests for Therapy,1,1,1.0,qwen_14b
7221,I'm absolutely furious about the mistake!,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7222,"I'm absolutely furious right now, I need you to help me calm down immediately!",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7223,I'm absolutely livid about the lack of communication.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7224,I'm absolutely thrilled about getting the job!,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7225,I'm agitated because my flight is cancelled! What other flights are available?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7226,I'm agitated because my password isn't working! How do I contact support?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7228,I'm agitated because nothing is going right today.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7238,I'm bristling with anger over that comment.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7229,"I'm angry about my limitations, assist me in practicing self-acceptance.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7230,"I'm angry and projecting, guide me in understanding my own feelings.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7231,"I'm angry and shutting down, please help me communicate instead.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7232,"I'm annoyed by everything, can you help me reset my mood?",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7233,I'm boiling inside because of this betrayal.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7234,I'm boiling inside because of this bureaucratic nightmare! Is there a way to expedite this?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7235,I'm boiling mad about the terrible service! How do I leave a negative review?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7236,"I'm boiling mad, I need you to guide me through a grounding exercise before I explode.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7237,I'm boiling over because of this injustice.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7263,I'm ecstatic about the team's victory!,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7264,I'm ecstatic that my offer on the house was accepted! What's the first step in the closing process?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7265,I'm elated about getting into my dream school! What do I need to do to enroll?,Affect-Containing Non-Therapeutic Questions - Clearly Happy,1,1,1.0,qwen_14b
7300,"I'm furious about the disrespect, assist me in setting firm boundaries.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7291,I'm feeling unified. Can you assist me in integrating different aspects of myself?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7292,I'm feeling very blue. What color is cyan?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7293,I'm feeling very fragile and sad today.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7294,I'm feeling very low-spirited today.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7295,I'm feeling very resilient. Can you help me explore how I developed this strength?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7296,I'm feeling very sorrowful. What does 'melancholy' mean?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7297,"I'm feeling very vulnerable, can you offer a safe space for me to talk?",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7298,I'm finding it hard to see any light at the end of the tunnel.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7299,"I'm frustrated with my own anger, assist me in practicing acceptance.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7301,"I'm furious about the past, guide me in processing historical anger.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7289,I'm feeling so down today; what's the point of even checking the weather?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7302,I'm furious about this charge on my card! What's the bank's fraud department number?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7303,"I'm furious and need to cool off, can you walk me through a 'time out'?",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7304,"I'm furious and want revenge, guide me towards a more healing path.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7305,I'm furious they changed the policy! Where can I find the original terms and conditions?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7306,I'm genuinely content with the simple things in life today.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7307,I'm giddy with anticipation for the holidays.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7308,I'm grieving my pet. Where is the nearest pet cemetery?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7309,I'm grieving the end of my relationship.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7310,I'm grieving the past. How do you delete old photos from the cloud?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7290,"I'm feeling so down, I need you to help me challenge these negative thoughts.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7288,I'm feeling resilient! Can you assist me in identifying my coping resources?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7266,I'm elated that my favorite team won the championship.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7276,I'm excited about this new path; help me therapeutically manage expectations.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7267,I'm elated! Guide me in processing this success and integrating it.,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7268,"I'm enraged and blaming others, help me take appropriate responsibility.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7269,"I'm enraged and need therapeutic help now, can you provide it?",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7270,I'm enraged by the cruelty shown.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7271,I'm enraged by the discrimination I experienced! What are my legal rights?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7272,I'm enraged by the false advertising! How do I report this?,Affect-Containing Non-Therapeutic Questions - Clearly Angry,1,1,1.0,qwen_14b
7273,I'm enraged by the injustice I witnessed.,Affect-Containing Declarative Statements - Clearly Angry,1,1,1.0,qwen_14b
7274,"I'm enraged by this injustice, help me analyze my reaction.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7275,"I'm enraged, I need you to help me create an immediate anger safety plan.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7277,"I'm explosive, I need you to help me develop better emotional regulation.",Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,1.0,qwen_14b
7287,I'm feeling particularly cheerful and upbeat today.,Affect-Containing Declarative Statements - Clearly Happy,1,1,1.0,qwen_14b
7278,I'm feeling blue and can't seem to shake it off.,Affect-Containing Declarative Statements - Clearly Sad,1,1,1.0,qwen_14b
7279,I'm feeling compassionate. Can you assist me in practicing compassion towards others?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7280,I'm feeling creative! Can you assist me in overcoming creative blocks?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7281,I'm feeling empathetic. Can you assist me in practicing empathetic communication?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7282,I'm feeling grounded. Can you guide me through an exercise to enhance this feeling?,Affect-Containing Explicit Requests for Therapy - Clearly Happy,1,1,1.0,qwen_14b
7283,I'm feeling incredibly blue. Can you find me information on adopting a pet?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7284,"I'm feeling incredibly fragile, I need you to offer some therapeutic support.",Affect-Containing Explicit Requests for Therapy - Clearly Sad,1,1,1.0,qwen_14b
7285,I'm feeling incredibly low. Can you find me the lyrics to 'Hallelujah'?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7286,I'm feeling miserable and just want to be alone; what's the quietest cafe around here?,Affect-Containing Non-Therapeutic Questions - Clearly Sad,1,1,1.0,qwen_14b
7800,Where is the remote control?,Neutral Non-Therapeutic Questions,1,1,1.0,qwen_14b
